V160001,dislikeReps,demhatesreps,rephatesdems
302286,":\\they don't believe in science, they make up their own reality, they can deny women right to their own body, they go out of their way to try to deny certain people the right to vote, their general view of undocumented immigrants is not consistent as how to deal with 11 million people currently in the country, they give as much priority to corporations as they do people, they work to make it harder for government to function-not allowing nominees hearings for judgeship, not filling board positions like the NLRB, or governors positions for the federal reserve board where you work, go out of their way to trying to prevent the consumer financial protection bureau, prevent them from operating by not approving their director, like of agencies have to have quorum on the board to function, they basically negate their ability to function.",1,0
302291,infighting - lack of leadership - they hold a consistant line -,1,0
302295,"rhey spend too much money//the're not, they raise taxes and don't look at the working class//",1,0
302299,,1,0
302321,I think they make policies that benefit very few people,1,0
302328,I dont like their politician ways they are always vetoiung something thats good.//,1,0
302331,social policies,1,0
302358,HAS IMPLEMENTED A STRATEGY WHEREBY SYSTEMATIC RACISM//,1,0
302363,the repulicians are about money and the rich people and that is all they care about,1,0
302372,EVERYTHING//,1,0
302374,"They couldn't come up with anybody better than Donald Trump. Their general attitude toward the poor. The ' I've got mine, you get yours'. I could go on and on but that's enough. Maybe the elitists. //",1,0
302375,THEY GOT TRUMP RUNNING FOR PRESIDENT//,1,0
302389,there policies//,1,0
302393,they have gotten away from the Constituitiom and the people// neither party is standing up for the Merian people//,1,0
302405,seem to be more for the rich people,1,0
302414,I don't like anything!,1,0
302430,obstructionist tactics of blocking legistraion in congress/unwiilingly to compromise in a systenm based on compromise/,1,0
302434,inability to accept climate change issues. Many of the social issues that are real big right now and their candidate for president//,1,0
302435,Failure to compromise. Anything the Democratic Party tries to get done They try to block. Like Same sex marriage & the Affordable care Act. They worked very hard.//,1,0
302447,The Republican Party caters to big business and the wealthy. They are in disaaray. With 16 candidates running for the nomination.,1,0
302456,"everthing, they have nothing for me, positions on immigration, the war , the women, health care, they dont have a connection with the real problems of Americans, can't stand them, they are dumb, incompentant and dumb//",1,0
302465,,1,0
302467,,1,0
302489,"They seem money hungry, and they want to protect their wealth",1,0
302496,they look out for the rich and making them richer and they don't look out for the little people//,1,0
302498,They only looikout for themselves//,1,0
302509,"Um, I mean they are historical racisits and sexist politics and um as well as homophobic politics. The fear based propaganda tactics that have been used throughout the 19th & 20th centuries by the Republicans. And, um, I guess just like the back to the propaganda I was talking about. The facade they put on by telling blue collar workers that they are in support of working class politics, but then, um creating policies that benefit the 1% and make it harder for the working class in the US.//",1,0
302516,"dont like the taxes, they are to free to tax poor people and small businesses",1,0
302522,"the party is own by corporations,and favor the rich and are anti abortion,racist bigots,//",1,0
302540,i dont like for one thing the way they didnt stop trump in his tracks and got stuck with trump as their nominnee and didnt have the courage to ge him out later on some like paul ryan who didnt do anything some have spoken out and I admire them i know people are worried about ther jobs //,1,0
302543,The NRA. //,1,0
302545,,1,0
302557,the behavior of congress during the last year they seem to be obstructionist//,1,0
302559,I dont think that they favor middle class people finacially.//,1,0
302569,Geneeral lack of social responsibility//lack of support for welfare//,1,0
302580,"I think that they tend to favor the top 1% most wealthy people in this country.  I feel they are less inclined to help minorities, women, unemployed, gay community, and i feel that they are too rigid about gun control, adamant about holding onto  their guns without considering amending screening policies for getting a handgun,  and old fashioned, not with the times.",1,0
302586,,1,0
302595,"They seem more concerned about making their wealth bigger than helping out the middle class and lower. They're more concerned about keeping making where they're at getting bigger and that does seem to be the trend. The rich are getting richer and the poor ar getting poorer and where they're at. The spread between the rich and poor is growing. // They need to pay their fair share of taxes. Most of them including Donald Trump find their way out of paying taxes. Everyone should pay their fair share. And they seem to look for laws to create loopholes for the rich and it appears they're being successful at it. // A good example of a reason I don't like them is John Baynor made the comment when Barack was elected, this will be a one term president. How rude is that? He won the election fair and share and he proclaimed he wasn't going to get nothing done. They did their best to not get anything done. //",1,0
302602,they are more extreme moves to altive consivertive elements in our society,1,0
302606,"I don't like how they are not taking care of some issues like gun control, gun legislation.  How they're splitting themseelve so that they are not unified, chaotic and ineffective.//",1,0
302614,I do not like that they have given up many of their principles to follow Donald Trump because they're afraid to lose some mythical base//,1,0
302634,do not like nothing abou them,1,0
302648,Quite a bit//I don't care for the way they act//,1,0
302651,They just can't agree on anything. They cannot move this country forward. It's all about them rather than the people of the nation.//,1,0
302652,Their sociakl programs// Evengelicial or Christian ideals//Williness to not do anything//Conservitisim/   Teaparty//,1,0
302667,I dont get a sense that they care about the people in the country //,1,0
302669,UNWILLINGNESS TO COO;ERATE,1,0
